種別,アクセスURL,ステータス,リダイレクト有無,リダイレクト先,canonical値,判定,備考
post-sitemap,https://shira-treat.com/momoiro-timetable/,200,なし,,https://shira-treat.com/momoiro-timetable/,OK,
post-sitemap,https://shira-treat.com/record-award-timetable/,200,なし,,https://shira-treat.com/record-award-timetable/,OK,
post-sitemap,https://shira-treat.com/cdtv-countdown/,200,なし,,https://shira-treat.com/cdtv-timetable/,不整合(canonicalが第三者URL),canonical=https://shira-treat.com/cdtv-timetable/
post-sitemap,https://shira-treat.com/bakusho-hitparade/,200,なし,,https://shira-treat.com/bakusho-hitparade/,OK,
post-sitemap,https://shira-treat.com/nhk-kouhaku-timetable/,200,なし,,https://shira-treat.com/nhk-kouhaku-timetable/,OK,
post-sitemap,https://shira-treat.com/cdtv-livelive-20260119/,200,なし,,https://shira-treat.com/cdtv-timetable/,不整合(canonicalが第三者URL),canonical=https://shira-treat.com/cdtv-timetable/
post-sitemap,https://shira-treat.com/an-julia-graduation/,200,なし,,https://shira-treat.com/an-julia-graduation/,OK,
post-sitemap,https://shira-treat.com/anjulia-graduation-ticket/,200,なし,,https://shira-treat.com/anjulia-graduation-ticket/,OK,
post-sitemap,https://shira-treat.com/musicstation-20260130/,200,なし,,https://shira-treat.com/music-station-timetable/,不整合(canonicalが第三者URL),canonical=https://shira-treat.com/music-station-timetable/
post-sitemap,https://shira-treat.com/cdtv-livelive-20260126/,200,なし,,https://shira-treat.com/cdtv-livelive-20260126/,OK,
post-sitemap,https://shira-treat.com/musicstation-20260116/,200,なし,,https://shira-treat.com/music-station-timetable/,不整合(canonicalが第三者URL),canonical=https://shira-treat.com/music-station-timetable/
post-sitemap,https://shira-treat.com/cdtv-livelive-20260202/,200,なし,,https://shira-treat.com/cdtv-timetable/,不整合(canonicalが第三者URL),canonical=https://shira-treat.com/cdtv-timetable/
post-sitemap,https://shira-treat.com/cdtv-livelive-20260216/,200,なし,,https://shira-treat.com/cdtv-timetable/,不整合(canonicalが第三者URL),canonical=https://shira-treat.com/cdtv-timetable/
post-sitemap,https://shira-treat.com/cdtv-livelive-20260309/,200,なし,,https://shira-treat.com/cdtv-timetable/,不整合(canonicalが第三者URL),canonical=https://shira-treat.com/cdtv-timetable/
post-sitemap,https://shira-treat.com/musicstation-20260227/,200,なし,,https://shira-treat.com/music-station-timetable/,不整合(canonicalが第三者URL),canonical=https://shira-treat.com/music-station-timetable/
post-sitemap,https://shira-treat.com/with-music-timetable/,200,なし,,https://shira-treat.com/with-music-timetable/,OK,
post-sitemap,https://shira-treat.com/musicstation-20260306/,200,なし,,https://shira-treat.com/music-station-timetable/,不整合(canonicalが第三者URL),canonical=https://shira-treat.com/music-station-timetable/
post-sitemap,https://shira-treat.com/musicstation-20260313/,200,なし,,https://shira-treat.com/music-station-timetable/,不整合(canonicalが第三者URL),canonical=https://shira-treat.com/music-station-timetable/
post-sitemap,https://shira-treat.com/cdtv-livelive-20260316/,200,なし,,https://shira-treat.com/cdtv-livelive-20260316/,OK,
post-sitemap,https://shira-treat.com/cdtv-haru-2026/,200,なし,,https://shira-treat.com/cdtv-haru-2026/,OK,
post-sitemap,https://shira-treat.com/musicstation-20260403/,200,なし,,https://shira-treat.com/music-station-timetable/,不整合(canonicalが第三者URL),canonical=https://shira-treat.com/music-station-timetable/
post-sitemap,https://shira-treat.com/cdtv-livelive-20260330/,200,なし,,https://shira-treat.com/cdtv-timetable/,不整合(canonicalが第三者URL),canonical=https://shira-treat.com/cdtv-timetable/
post-sitemap,https://shira-treat.com/cdtv-livelive-20260406/,200,なし,,https://shira-treat.com/cdtv-timetable/,不整合(canonicalが第三者URL),canonical=https://shira-treat.com/cdtv-timetable/
post-sitemap,https://shira-treat.com/ongakunohi-2026-timetable/,200,あり,https://shira-treat.com/ongakunohi-timetable/,https://shira-treat.com/ongakunohi-2026-timetable/,OK,
post-sitemap,https://shira-treat.com/cdtv-livelive-20260420/,200,なし,,https://shira-treat.com/cdtv-timetable/,不整合(canonicalが第三者URL),canonical=https://shira-treat.com/cdtv-timetable/
post-sitemap,https://shira-treat.com/musicstation-20260417/,200,なし,,https://shira-treat.com/music-station-timetable/,不整合(canonicalが第三者URL),canonical=https://shira-treat.com/music-station-timetable/
post-sitemap,https://shira-treat.com/musicstation-20260508/,200,なし,,https://shira-treat.com/music-station-timetable/,不整合(canonicalが第三者URL),canonical=https://shira-treat.com/music-station-timetable/
post-sitemap,https://shira-treat.com/cdtv-livelive-20260427/,200,なし,,https://shira-treat.com/cdtv-timetable/,不整合(canonicalが第三者URL),canonical=https://shira-treat.com/cdtv-timetable/
post-sitemap,https://shira-treat.com/maj-guide/,200,なし,,https://shira-treat.com/maj-guide/,OK,
post-sitemap,https://shira-treat.com/cdtv-livelive-20260511/,200,なし,,https://shira-treat.com/cdtv-livelive-20260511/,OK,
post-sitemap,https://shira-treat.com/music-station-may/,200,なし,,https://shira-treat.com/music-station-may/,OK,
post-sitemap,https://shira-treat.com/cdtv-2026may/,200,なし,,https://shira-treat.com/cdtv-2026may/,OK,
post-sitemap,https://shira-treat.com/cdtv-2026june/,200,なし,,https://shira-treat.com/cdtv-2026june/,OK,
post-sitemap,https://shira-treat.com/music-awards-japan-2026/,200,なし,,https://shira-treat.com/music-awards-japan-2026/,OK,
post-sitemap,https://shira-treat.com/music-station-june/,200,なし,,https://shira-treat.com/music-station-june/,OK,
post-sitemap,https://shira-treat.com/teretoongakusai-timetable/,200,なし,,https://shira-treat.com/teretoongakusai-timetable/,OK,
post-sitemap,https://shira-treat.com/fnskayousai-timetable/,200,なし,,https://shira-treat.com/fnskayousai-timetable/,OK,
post-sitemap,https://shira-treat.com/musicday-shuffle-medley/,200,なし,,https://shira-treat.com/musicday-shuffle-medley/,OK,
post-sitemap,https://shira-treat.com/the-musicday-timetable/,200,なし,,https://shira-treat.com/the-musicday-timetable/,OK,
post-sitemap,https://shira-treat.com/star-timetable/,200,なし,,https://shira-treat.com/star-timetable/,OK,
post-sitemap,https://shira-treat.com/ongakunohi-timetable/,200,なし,,https://shira-treat.com/ongakunohi-2026-timetable/,不整合(canonical循環/エラー),canonical先がさらにリダイレクト -> https://shira-treat.com/ongakunohi-timetable/
post-sitemap,https://shira-treat.com/dream-dance/,200,なし,,https://shira-treat.com/dream-dance/,OK,
post-sitemap,https://shira-treat.com/cdtv-timetable/,200,なし,,https://shira-treat.com/cdtv-timetable/,OK,
post-sitemap,https://shira-treat.com/cdtv-2026july/,200,なし,,https://shira-treat.com/cdtv-2026july/,OK,
post-sitemap,https://shira-treat.com/musicstation-2026july/,200,なし,,https://shira-treat.com/musicstation-2026july/,OK,
post-sitemap,https://shira-treat.com/music-station-timetable/,200,なし,,https://shira-treat.com/music-station-timetable/,OK,
post-sitemap,https://shira-treat.com/utacon-timetable/,200,なし,,https://shira-treat.com/utacon-timetable/,OK,
page-sitemap,https://shira-treat.com/privacy-policy/,200,なし,,https://shira-treat.com/privacy-policy/,OK,
page-sitemap,https://shira-treat.com/contact/,200,なし,,https://shira-treat.com/contact/,OK,
page-sitemap,https://shira-treat.com/operator-information/,200,なし,,https://shira-treat.com/operator-information/,OK,
page-sitemap,https://shira-treat.com/media/,200,なし,,https://shira-treat.com/media/,OK,
page-sitemap,https://shira-treat.com/new/,200,なし,,,不整合(canonicalタグなし),canonicalタグが検出できない
